Produto;Preáo;Pgto.;Nß Parcelas;Parcelamento;Data;Cliente;E-mail;DDD;Estado;Regi∆o;Telefone
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;24/03/2020;Daysianne Martins;daysianne@gmail.com;21;Rio de Janeiro;Sudeste;998500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;24/03/2020;Samara Martins;samara@yahoo.com.br;49;Santa Catarina;Sul;991000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;24/03/2020;Gustavo Martins;gustavo@gmail.com;48;Santa Catarina;Sul;988000000
Produto C;R$ 2.000;Cart∆o de Credito;9;Parcelado;24/03/2020;Lucimar Martins;lucimar@outlook.com;33;Minas Gerais;Sudeste;999400000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;24/03/2020;Tatyara Martins;tatyara@gmail.com;41;Paran†;Sul;998900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;24/03/2020;Ailaine Martins;ailaine@gmail.com;21;Rio de Janeiro;Sudeste;988500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;24/03/2020;Fredy Martins;fredy@hotmail.com;79;Sergipe;Nordeste;988000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;25/03/2020;Gilma Martins;gilma@hotmail.com;79;Sergipe;Nordeste;998800000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;25/03/2020;Eviany Martins;eviany@gmail.com;55;Rio Grande do Sul;Sul;996900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;25/03/2020;Jonathas Martins;jonathas@hotmail.com;75;Bahia;Nordeste;991600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;25/03/2020;Willian Martins;willian@gmail.com;11;S∆o Paulo;Sudeste;974900000
Produto A;R$ 500;Cart∆o de Credito;7;Parcelado;25/03/2020;Wanesa Martins;wanesa@gmail.com;11;S∆o Paulo;Sudeste;986000000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;26/03/2020;Ailaine Martins;ailaine@gmail.com;21;Rio de Janeiro;Sudeste;988500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;26/03/2020;Giovani Martins;giovani@gmail.com;41;Paran†;Sul;991000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;26/03/2020;Layara Martins;layara@yahoo.com.br;34;Minas Gerais;Sudeste;996300000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;26/03/2020;Otniel Martins;otniel@hotmail.com;11;S∆o Paulo;Sudeste;949400000
Produto C;R$ 2.000;Cart∆o de Credito;9;Parcelado;26/03/2020;Let°cia Martins;leticia@hotmail.com;14;S∆o Paulo;Sudeste;996700000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;26/03/2020;Leandra Martins;leandra@gmail.com;41;Paran†;Sul;998100000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;27/03/2020;Herculles Martins;herculles@gmail.com;11;S∆o Paulo;Sudeste;973800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;27/03/2020;Romilson Martins;romilson@gmail.com;31;Minas Gerais;Sudeste;995800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;27/03/2020;Anahi Martins;anahi@hotmail.com;81;Pernambuco;Nordeste;987900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;27/03/2020;Murillo Martins;murillo@gmail.com;11;S∆o Paulo;Sudeste;995700000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;27/03/2020;R£bia Martins;r£bia@gmail.com;31;Minas Gerais;Sudeste;992800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;27/03/2020;Amilton Martins;amilton@hotmail.com;35;Minas Gerais;Sudeste;991500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;27/03/2020;Cyreno Martins;cyreno@hotmail.com;41;Paran†;Sul;992300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;27/03/2020;Angel Martins;angel@gmail.com;21;Rio de Janeiro;Sudeste;986300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;28/03/2020;Andreza Martins;andreza@gmail.com;92;Amazonas;Norte;992600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;29/03/2020;Olentino Martins;olentino@gmail.com;64;Goi†s;Centro-Oeste;999500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;29/03/2020;Raquel Martins;raquel@gmail.com;21;Rio de Janeiro;Sudeste;988200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;29/03/2020;Gelson Martins;gelson@gmail.com;11;S∆o Paulo;Sudeste;971700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;29/03/2020;Mallisson Martins;mallisson@gmail.com;83;Para°ba;Nordeste;981500000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;29/03/2020;Diogo Martins;diogo@yahoo.com.br;21;Rio de Janeiro;Sudeste;986300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;29/03/2020;Windson Martins;windson@gmail.com;67;Mato Grosso do Sul;Centro-Oeste;991200000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;30/03/2020;Liliane Martins;liliane@hotmail.com;67;Mato Grosso do Sul;Centro-Oeste;999800000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;30/03/2020;Nat†lia Martins;natalia@outlook.com;55;Rio Grande do Sul;Sul;984600000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;30/03/2020;R†rika Martins;rarika@hotmail.com;34;Minas Gerais;Sudeste;991500000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;30/03/2020;Kamile Martins;kamile@yahoo.com.br;31;Minas Gerais;Sudeste;982200000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;30/03/2020;Madson Martins;madson@gmail.com;42;Paran†;Sul;998000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;30/03/2020;Fatima Martins;fatima@yahoo.com.br;31;Minas Gerais;Sudeste;991100000
Produto B;R$ 1.000;Cart∆o de Credito;9;Parcelado;30/03/2020;Elvis Martins;elvis@gmail.com;37;Minas Gerais;Sudeste;998000000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;30/03/2020;Hawany Martins;hawany@gmail.com;22;Rio de Janeiro;Sudeste;999500000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;30/03/2020;Paloma Martins;paloma@hotmail.com;11;S∆o Paulo;Sudeste;987200000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;30/03/2020;Eloisa Martins;eloisa@gmail.com;19;S∆o Paulo;Sudeste;988000000
Produto B;R$ 1.000;Cart∆o de Credito;8;Parcelado;31/03/2020;Danillo Martins;danillo@gmail.com;12;S∆o Paulo;Sudeste;996400000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;31/03/2020;Emely Martins;emely@gmail.com;11;S∆o Paulo;Sudeste;931500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;31/03/2020;Dielem Martins;dielem@hotmail.com;92;Amazonas;Norte;993200000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;31/03/2020;Lorrany Martins;lorrany@hotmail.com;61;Distrito Federal;Centro-Oeste;982300000
Produto C;R$ 2.000;Cart∆o de Credito;5;Parcelado;31/03/2020;Atalicio Martins;atalicio@uol.com.br;92;Amazonas;Norte;991200000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;31/03/2020;Uriel Martins;uriel@gmail.com;11;S∆o Paulo;Sudeste;998400000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;31/03/2020;Elieze Martins;elieze@gmail.com;19;S∆o Paulo;Sudeste;983500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;31/03/2020;Marlice Martins;marlice@hotmail.com;31;Minas Gerais;Sudeste;993400000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;31/03/2020;Henrique Martins;henrique@gmail.com;11;S∆o Paulo;Sudeste;941500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;31/03/2020;Moises Martins;moises@gmail.com;15;S∆o Paulo;Sudeste;991100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;01/04/2020;Liz Martins;liz@yahoo.com.br;71;Bahia;Nordeste;991000000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;01/04/2020;Ezequiel Martins;ezequiel@hotmail.com;11;S∆o Paulo;Sudeste;996900000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;01/04/2020;Edgar Martins;edgar@hotmail.com;11;S∆o Paulo;Sudeste;964400000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;01/04/2020;Neiva Martins;neiva@yahoo.com.br;19;S∆o Paulo;Sudeste;996100000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;01/04/2020;Kleidy Martins;kleidy@gmail.com;91;Par†;Norte;988000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;02/04/2020;Aloysio Martins;aloysio@gmail.com;21;Rio de Janeiro;Sudeste;998300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;02/04/2020;Clecia Martins;clecia@hotmail.com;61;Distrito Federal;Centro-Oeste;985900000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;03/04/2020;Jaime Martins;jaime@gmail.com;11;S∆o Paulo;Sudeste;960100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;03/04/2020;Izalmir Martins;izalmir@msn.com;19;S∆o Paulo;Sudeste;996300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/04/2020;Luciana Martins;luciana@hotmail.com;65;Mato Grosso;Centro-Oeste;996100000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;03/04/2020;Kauà Martins;kaue@gmail.com;85;Cear†;Nordeste;997100000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;03/04/2020;Rìmulo Martins;romulo@hotmail.com;21;Rio de Janeiro;Sudeste;979500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/04/2020;Marilice Martins;marilice@gmail.com;41;Paran†;Sul;988000000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;03/04/2020;Graziele Martins;graziele@outlook.com;11;S∆o Paulo;Sudeste;999300000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;03/04/2020;J£lia Martins;j£lia@hotmail.com;21;Rio de Janeiro;Sudeste;997100000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;04/04/2020;Leomar Martins;leomar@outlook.com;49;Santa Catarina;Sul;999100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;04/04/2020;Francynildes Martins;francynildes@gmail.com;98;Maranh∆o;Nordeste;988800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;04/04/2020;Tamirys Martins;tamirys@gmail.com;11;S∆o Paulo;Sudeste;943600000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;04/04/2020;Victoria Martins;victoria@gmail.com;19;S∆o Paulo;Sudeste;996200000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;04/04/2020;Lav°nia Martins;lavinia@hotmail.com;85;Cear†;Nordeste;988200000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;04/04/2020;Jhanssen Martins;jhanssen@gmail.com;12;S∆o Paulo;Sudeste;988900000
Produto C;R$ 2.000;Cart∆o de Credito;5;Parcelado;04/04/2020;Gildean Martins;gildean@hotmail.com;91;Par†;Norte;988700000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;04/04/2020;Giovane Martins;giovane@gmail.com;11;S∆o Paulo;Sudeste;945700000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;05/04/2020;Tayane Martins;tayane@gmail.com;11;S∆o Paulo;Sudeste;987800000
Produto C;R$ 2.000;Cart∆o de Credito;6;Parcelado;05/04/2020;Elizeu Martins;elizeu@gmail.com;21;Rio de Janeiro;Sudeste;968000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;05/04/2020;Gl†ucio Martins;glaucio@gmail.com;31;Minas Gerais;Sudeste;991100000
Produto A;R$ 500;Cart∆o de Credito;7;Parcelado;05/04/2020;Max Martins;max@gmail.com;62;Goi†s;Centro-Oeste;983400000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;05/04/2020;Natyele Martins;natyele@hotmail.com;21;Rio de Janeiro;Sudeste;996600000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;05/04/2020;Flavia Martins;flavia@gmail.com;34;Minas Gerais;Sudeste;996600000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;05/04/2020;Saimon Martins;saimon@hotmail.com;24;Rio de Janeiro;Sudeste;999300000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;06/04/2020;Greice Martins;greice@gmail.com;43;Paran†;Sul;999100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;06/04/2020;Uesley Martins;uesley@gmail.com;71;Bahia;Nordeste;988200000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;06/04/2020;Brunno Martins;brunno@live.com;38;Minas Gerais;Sudeste;992200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;06/04/2020;Patricia Martins;patricia@hotmail.com;21;Rio de Janeiro;Sudeste;971400000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;06/04/2020;Braulio Martins;braulio@hotmail.com;48;Santa Catarina;Sul;988200000
Produto B;R$ 1.000;Boleto Banc†rio;12;Parcelado;06/04/2020;Eudes Martins;eudes@yahoo.com.br;85;Cear†;Nordeste;997000000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;06/04/2020;÷tallo Martins;itallo@gmail.com;11;S∆o Paulo;Sudeste;941200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;07/04/2020;Gislaine Martins;gislaine@gmail.com;31;Minas Gerais;Sudeste;991400000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;07/04/2020;Keila Martins;keila@hotmail.com;45;Paran†;Sul;998400000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;07/04/2020;Cinthia Martins;cinthia@gmail.com;11;S∆o Paulo;Sudeste;975200000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;07/04/2020;Evertton Martins;evertton@hotmail.com;83;Para°ba;Nordeste;996600000
Produto B;R$ 1.000;Cart∆o de Credito;8;Parcelado;08/04/2020;Maeli Martins;maeli@gmail.com;11;S∆o Paulo;Sudeste;958600000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;08/04/2020;Gleicilene Martins;gleicilene@gmail.com;61;Distrito Federal;Centro-Oeste;991000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;08/04/2020;Admar Martins;admar@gmail.com;22;Rio de Janeiro;Sudeste;999800000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;08/04/2020;Mauro Martins;mauro@yahoo.com.br;35;Minas Gerais;Sudeste;998100000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;08/04/2020;Diogenes Martins;diogenes@gmail.com;67;Mato Grosso do Sul;Centro-Oeste;981000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;08/04/2020;Marlice Martins;marlice@gmail.com;65;Mato Grosso;Centro-Oeste;981100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;08/04/2020;Nathan Martins;nathan@outlook.com;11;S∆o Paulo;Sudeste;997400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;08/04/2020;Eduvito Martins;eduvito@hotmail.com;81;Pernambuco;Nordeste;998500000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;08/04/2020;Matias Martins;matias@gmail.com;61;Distrito Federal;Centro-Oeste;994200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;09/04/2020;Grennda Martins;grennda@gmail.com;81;Pernambuco;Nordeste;998600000
Produto A;R$ 500;Cart∆o de Credito;7;Parcelado;09/04/2020;Shirley Martins;shirley@hotmail.com;11;S∆o Paulo;Sudeste;983100000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;09/04/2020;Karina Martins;karina@gmail.com;11;S∆o Paulo;Sudeste;976300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;09/04/2020;Desiree Martins;desiree@gmail.com;21;Rio de Janeiro;Sudeste;982000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;09/04/2020;Erivanilson Martins;erivanilson@gmail.com;11;S∆o Paulo;Sudeste;985700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;09/04/2020;Railk Martins;railk@outlook.com;31;Minas Gerais;Sudeste;991200000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;10/04/2020;Claudete Martins;claudete@gmail.com;11;S∆o Paulo;Sudeste;991500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;10/04/2020;Gislaine Martins;gislaine@gmail.com;31;Minas Gerais;Sudeste;995800000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;10/04/2020;Karollayne Martins;karollayne@hotmail.com;21;Rio de Janeiro;Sudeste;993700000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;10/04/2020;K†tia Martins;katia@gmail.com;41;Paran†;Sul;991800000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;10/04/2020;Heliton Martins;heliton@gmail.com;81;Pernambuco;Nordeste;992900000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;10/04/2020;Sanderson Martins;sanderson@gmail.com;44;Paran†;Sul;991500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;10/04/2020;Patrick Martins;patrick@gmail.com;19;S∆o Paulo;Sudeste;981900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;11/04/2020;Daisy Martins;daisy@terra.com.br;11;S∆o Paulo;Sudeste;997900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;11/04/2020;Israel Martins;israel@yahoo.com.br;27;Esp°rito Santo;Sudeste;998600000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;11/04/2020;Walderique Martins;walderique@gmail.com;71;Bahia;Nordeste;996900000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;11/04/2020;Juliene Martins;juliene@gmail.com;31;Minas Gerais;Sudeste;985200000
Produto B;R$ 1.000;Boleto Banc†rio;12;Parcelado;11/04/2020;Donizete Martins;donizete@gmail.com;44;Paran†;Sul;991000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;11/04/2020;Eliezer Martins;eliezer@gmail.com;38;Minas Gerais;Sudeste;998000000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;11/04/2020;Franciane Martins;franciane@hotmail.com;47;Santa Catarina;Sul;984500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;11/04/2020;Denis Martins;denis@gmail.com;92;Amazonas;Norte;981800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;12/04/2020;Adeilton Martins;adeilton@yahoo.com.br;71;Bahia;Nordeste;993100000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;12/04/2020;Maury Martins;maury@hotmail.com;92;Amazonas;Norte;994000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;12/04/2020;Tainara Martins;tainara@hotmail.com;51;Rio Grande do Sul;Sul;995900000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;12/04/2020;Geberson Martins;geberson@gmail.com;34;Minas Gerais;Sudeste;998800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;12/04/2020;Henrique Martins;henrique@gmail.com;31;Minas Gerais;Sudeste;994500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;12/04/2020;Alieth Martins;alieth@hotmail.com;98;Maranh∆o;Nordeste;989000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;13/04/2020;Geise Martins;geise@gmail.com;11;S∆o Paulo;Sudeste;980900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;13/04/2020;Adalberto Martins;adalberto@uol.com.br;11;S∆o Paulo;Sudeste;986300000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;13/04/2020;Brigitte Martins;brigitte@gmail.com;31;Minas Gerais;Sudeste;999100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;13/04/2020;Nehemias Martins;nehemias@gmail.com;71;Bahia;Nordeste;987600000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;14/04/2020;Hellen Martins;hellen@hotmail.com;73;Bahia;Nordeste;988000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;14/04/2020;Jhuly Martins;jhuly@gmail.com;64;Goi†s;Centro-Oeste;984300000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;14/04/2020;Adrian Martins;adrian@outlook.com;19;S∆o Paulo;Sudeste;998900000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;14/04/2020;Adiel Martins;adiel@gmail.com;11;S∆o Paulo;Sudeste;954500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;14/04/2020;Nayra Martins;nayra@gmail.com;88;Cear†;Nordeste;999900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;14/04/2020;Sibelly Martins;sibelly@gmail.com;19;S∆o Paulo;Sudeste;981700000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;14/04/2020;Allef Martins;allef@gmail.com;11;S∆o Paulo;Sudeste;991000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;14/04/2020;Renata Martins;renata@hotmail.com;11;S∆o Paulo;Sudeste;993800000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;14/04/2020;Ednaldo Martins;ednaldo@gmail.com;82;Alagoas;Nordeste;993300000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;15/04/2020;Ramon Martins;ramon@outlook.com;12;S∆o Paulo;Sudeste;991700000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;15/04/2020;Hisrael Martins;hisrael@yahoo.com.br;11;S∆o Paulo;Sudeste;953400000
Produto B;R$ 1.000;Cart∆o de Credito;8;Parcelado;15/04/2020;Helo°sa Martins;heloisa@gmail.com;19;S∆o Paulo;Sudeste;988200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/04/2020;Thaylison Martins;thaylison@gmail.com;16;S∆o Paulo;Sudeste;993700000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;15/04/2020;Valburg Martins;valburg@hotmail.com;11;S∆o Paulo;Sudeste;986500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;15/04/2020;Kauan Martins;kauan@gmail.com;71;Bahia;Nordeste;992300000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;15/04/2020;Lindmara Martins;lindmara@yahoo.com.br;83;Para°ba;Nordeste;996800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;15/04/2020;Andressa Martins;andressa@gmail.com;11;S∆o Paulo;Sudeste;974400000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;15/04/2020;Franciellen Martins;franciellen@gmail.com;61;Distrito Federal;Centro-Oeste;984300000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;16/04/2020;Elisson Martins;elisson@gmail.com;61;Distrito Federal;Centro-Oeste;995200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;16/04/2020;Clarissa Martins;clarissa@gmail.com;27;Esp°rito Santo;Sudeste;999500000
Produto A;R$ 500;Cart∆o de Credito;8;Parcelado;16/04/2020;Geysa Martins;geysa@gmail.com;62;Goi†s;Centro-Oeste;985400000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;16/04/2020;Elisandra Martins;elisandra@hotmail.com;42;Paran†;Sul;999100000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;16/04/2020;Ednalva Martins;ednalva@gmail.com;61;Distrito Federal;Centro-Oeste;999900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;17/04/2020;Jadicledson Martins;jadicledson@gmail.com;65;Mato Grosso;Centro-Oeste;996700000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;17/04/2020;Bruno Martins;bruno@gmail.com;19;S∆o Paulo;Sudeste;981200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;17/04/2020;Cristhiane Martins;cristhiane@gmail.com;21;Rio de Janeiro;Sudeste;979600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;17/04/2020;Eust†quio Martins;eustaquio@yahoo.com.br;31;Minas Gerais;Sudeste;999100000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;17/04/2020;Lav°nia Martins;lavinia@gmail.com;12;S∆o Paulo;Sudeste;991700000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;18/04/2020;Lohana Martins;lohana@gmail.com;85;Cear†;Nordeste;925600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/04/2020;Maris Martins;maris@gmail.com;38;Minas Gerais;Sudeste;988100000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;18/04/2020;Rebert Martins;rebert@outlook.com;99;Maranh∆o;Nordeste;991100000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;18/04/2020;Maximiliano Martins;maximiliano@gmail.com;11;S∆o Paulo;Sudeste;976000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;18/04/2020;Jac¢ Martins;jaco@hotmail.com;19;S∆o Paulo;Sudeste;994500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/04/2020;Elisabete Martins;elisabete@yahoo.com;11;S∆o Paulo;Sudeste;989300000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;18/04/2020;Efraim Martins;efraim@hotmail.com;71;Bahia;Nordeste;981100000
